Feature	EC	Description	LayerPair	Subjects	SpearmanRho	PValue	QValue	BH05
1.4.1.1: Alanine dehydrogenase	1.4.1.1	Alanine dehydrogenase	DNA–Protein	76	-0.010073839423852878	0.9311735860421358	0.950479737150667	False
1.4.1.2: Glutamate dehydrogenase	1.4.1.2	Glutamate dehydrogenase	DNA–Protein	76	0.43716161196134296	7.862604561447903e-05	0.0003627833332738243	True
1.4.1.3: Glutamate dehydrogenase (NAD(P)(+))	1.4.1.3	Glutamate dehydrogenase (NAD(P)(+))	DNA–Protein	76	0.33205702854260927	0.0033845379434764046	0.010310426399238931	True
1.4.3.16: L-aspartate oxidase	1.4.3.16	L-aspartate oxidase	DNA–Protein	76	-0.09472457714388136	0.4156815236168855	0.555885969718174	False
1.4.4.2: Glycine dehydrogenase (aminomethyl-transferring)	1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	DNA–Protein	76	-0.07389943688734187	0.5257992132584355	0.6426331460908161	False
1.5.1.20: Methylenetetrahydrofolate reductase (NAD(P)H)	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	DNA–Protein	76	-0.15691634795367282	0.17583335690076138	0.2909971360281456	False
1.5.1.2: Pyrroline-5-carboxylate reductase	1.5.1.2	Pyrroline-5-carboxylate reductase	DNA–Protein	76	-0.027743585419175484	0.8119584308171421	0.8751847020692967	False
1.6.5.2: NAD(P)H dehydrogenase (quinone)	1.6.5.2	NAD(P)H dehydrogenase (quinone)	DNA–Protein	76	0.45312222182911877	3.952580594043075e-05	0.0001937009992981358	True
1.6.5.8: NADH:ubiquinone reductase (Na(+)-transporting)	1.6.5.8	NADH:ubiquinone reductase (Na(+)-transporting)	DNA–Protein	76	0.48258986813222704	1.0110889522555554e-05	5.584019258613418e-05	True
1.7.99.1: Hydroxylamine reductase	1.7.99.1	Hydroxylamine reductase	DNA–Protein	76	0.18996402020630063	0.10025362887226853	0.19106307531454073	False
1.8.1.4: Dihydrolipoyl dehydrogenase	1.8.1.4	Dihydrolipoyl dehydrogenase	DNA–Protein	76	0.07063491143803291	0.5442933311841975	0.6536490689563651	False
1.8.1.9: Thioredoxin-disulfide reductase	1.8.1.9	Thioredoxin-disulfide reductase	DNA–Protein	76	-0.009703616139731632	0.933697202621774	0.9505639907981673	False
2.1.1.14: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	DNA–Protein	76	0.1440249783726545	0.21451160896630417	0.3387692598726207	False
2.1.1.192: 23S rRNA (adenine(2503)-C(2))-methyltransferase	2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase	DNA–Protein	76	-0.12746057954848572	0.2725354608584161	0.40725469435092865	False
2.1.2.10: Aminomethyltransferase	2.1.2.10	Aminomethyltransferase	DNA–Protein	76	0.39193208388629414	0.0004629022762375244	0.0017475114638823288	True
2.1.2.1: Glycine hydroxymethyltransferase	2.1.2.1	Glycine hydroxymethyltransferase	DNA–Protein	76	0.32491770273793985	0.00418643701782525	0.012464523800241972	True
2.1.2.3: Phosphoribosylaminoimidazolecarboxamide formyltransferase	2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	DNA–Protein	76	0.18162044231448118	0.1163734613689577	0.2115637350693724	False
2.1.3.2: Aspartate carbamoyltransferase	2.1.3.2	Aspartate carbamoyltransferase	DNA–Protein	76	0.3707467815125963	0.0009777139504755655	0.003474848229392888	True
2.1.3.3: Ornithine carbamoyltransferase	2.1.3.3	Ornithine carbamoyltransferase	DNA–Protein	76	0.3642748826737227	0.0012165863360286467	0.004228575414654636	True
2.2.1.1: Transketolase	2.2.1.1	Transketolase	DNA–Protein	76	-0.007547743382467399	0.948404828047416	0.9620314087691267	False
2.2.1.2: Transaldolase	2.2.1.2	Transaldolase	DNA–Protein	76	0.24345119013719724	0.03407522852058952	0.08049507575672196	False
2.2.1.6: Acetolactate synthase	2.2.1.6	Acetolactate synthase	DNA–Protein	76	0.07604789461425533	0.5138019800253225	0.6344422034811074	False
2.3.1.129: Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	DNA–Protein	76	0.08032793797628439	0.4903245744334127	0.6179969476485027	False
2.3.1.179: Beta-ketoacyl-[acyl-carrier-protein] synthase II	2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	DNA–Protein	76	0.1975549555662678	0.0871542319087766	0.17321080346605727	False
2.3.1.180: Beta-ketoacyl-[acyl-carrier-protein] synthase III	2.3.1.180	Beta-ketoacyl-[acyl-carrier-protein] synthase III	DNA–Protein	76	0.04915906208335818	0.6732357652064141	0.7709477775730925	False
2.3.1.234: N(6)-L-threonylcarbamoyladenine synthase	2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase	DNA–Protein	76	0.2229651867823059	0.0528679701003434	0.1142817216689615	False
2.3.1.29: Glycine C-acetyltransferase	2.3.1.29	Glycine C-acetyltransferase	DNA–Protein	76	0.4948801732189291	5.51110409025371e-06	3.244970990455356e-05	True
2.3.1.39: [Acyl-carrier-protein] S-malonyltransferase	2.3.1.39	[Acyl-carrier-protein] S-malonyltransferase	DNA–Protein	76	0.2637445949221334	0.02133014089848536	0.053089845958690686	False
2.3.1.50: Serine C-palmitoyltransferase	2.3.1.50	Serine C-palmitoyltransferase	DNA–Protein	76	0.44954350023443757	4.625411746345378e-05	0.00021984637758231946	True
2.3.1.54: Formate C-acetyltransferase	2.3.1.54	Formate C-acetyltransferase	DNA–Protein	76	0.16204826803195135	0.16194684306365256	0.27478722403703626	False
