Module step	Module	KO id	Module Category	SGB_001 Module step presence	SGB_002 Module step presence	SGB_003 Module step presence	SGB_004 Module step presence	SGB_005 Module step presence	SGB_006 Module step presence	SGB_007 Module step presence	SGB_008 Module step presence	SGB_009 Module step presence	SGB_010 Module step presence	SGB_011 Module step presence	SGB_012 Module step presence	SGB_013 Module step presence	SGB_014 Module step presence	SGB_015 Module step presence	SGB_016 Module step presence	SGB_017 Module step presence	SGB_018 Module step presence	SGB_019 Module step presence	SGB_020 Module step presence	SGB_021 Module step presence	SGB_022 Module step presence	SGB_023 Module step presence	SGB_024 Module step presence	TRUNC_050 Module step presence	TRUNC_070 Module step presence	TRUNC_090 Module step presence	TRUNC_100 Module step presence
M00016+08	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	K01778	Lysine metabolism	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present
M00016+09	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	(K01586 or K12526)	Lysine metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present
M00017+01	Methionine biosynthesis, aspartate => homoserine => methionine	(K00928 or K12524 or K12525)	Cysteine and methionine metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present
M00017+02	Methionine biosynthesis, aspartate => homoserine => methionine	K00133	Cysteine and methionine metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00017+03	Methionine biosynthesis, aspartate => homoserine => methionine	(K00003 or K12524 or K12525)	Cysteine and methionine metabolism	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00017+04	Methionine biosynthesis, aspartate => homoserine => methionine	(K00651 or K00641)	Cysteine and methionine metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00017+05	Methionine biosynthesis, aspartate => homoserine => methionine	K01739	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00017+06	Methionine biosynthesis, aspartate => homoserine => methionine	(K01760 or K14155)	Cysteine and methionine metabolism	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present
M00017+07	Methionine biosynthesis, aspartate => homoserine => methionine	(K00548 or K24042 or K00549)	Cysteine and methionine metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00018+01	Threonine biosynthesis, aspartate => homoserine => threonine	(K00928 or K12524 or K12525 or K12526)	Serine and threonine metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present
M00018+02	Threonine biosynthesis, aspartate => homoserine => threonine	K00133	Serine and threonine metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00018+03	Threonine biosynthesis, aspartate => homoserine => threonine	(K00003 or K12524 or K12525)	Serine and threonine metabolism	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00018+04	Threonine biosynthesis, aspartate => homoserine => threonine	(K00872 or K02204 or K02203)	Serine and threonine metabolism	Absent	Present	Absent	Present	Present	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present
M00018+05	Threonine biosynthesis, aspartate => homoserine => threonine	K01733	Serine and threonine metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00019+01	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K01652 and (K01653 or K11258)	Branched-chain amino acid metabolism	Absent	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present
M00019+02	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K00053	Branched-chain amino acid metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present
M00019+03	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K01687	Branched-chain amino acid metabolism	Present	Present	Absent	Present	Present	Absent	Present	Absent	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00019+04	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	K00826	Branched-chain amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present
M00020+01	Serine biosynthesis, glycerate-3P => serine	K00058	Serine and threonine metabolism	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent
M00020+02	Serine biosynthesis, glycerate-3P => serine	K00831	Serine and threonine metabolism	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present
M00020+03	Serine biosynthesis, glycerate-3P => serine	(K01079 or K02203 or K22305 or K25528)	Serine and threonine metabolism	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Present
M00021+01	Cysteine biosynthesis, serine => cysteine	(K00640 or K23304)	Cysteine and methionine metabolism	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00021+02	Cysteine biosynthesis, serine => cysteine	(K01738 or K13034 or K17069)	Cysteine and methionine metabolism	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent
M00022+01	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	(K01626 or K03856 or K13853)	Aromatic amino acid metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present
M00022+02	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	(((K01735 or K13829) and ((K03785 or K03786) and K00014 or K13832)) or K13830)	Aromatic amino acid metabolism	Absent	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present
M00022+03	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	((K00891 or K13829) and (K00800 or K24018) or K13830)	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present
M00022+04	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	K01736	Aromatic amino acid metabolism	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present
M00023+01	Tryptophan biosynthesis, chorismate => tryptophan	(((K01657 and K01658 or K13503 or K13501 or K01656) and K00766) or K13497)	Aromatic amino acid metabolism	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00023+02	Tryptophan biosynthesis, chorismate => tryptophan	(((K01817 or K24017) and (K01656 or K01609)) or K13498 or K13501)	Aromatic amino acid metabolism	Absent	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present
M00023+03	Tryptophan biosynthesis, chorismate => tryptophan	(K01695 and (K01696 or K06001) or K01694)	Aromatic amino acid metabolism	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00024+01	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	((K01850 or K04092 or K14187 or K04093 or K04516 or K06208 or K06209) and (K01713 or K04518 or K05359) or K14170)	Aromatic amino acid metabolism	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present
M00024+02	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	(K00832 or K00838)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00025+01	Tyrosine biosynthesis, chorismate => HPP => tyrosine	(((K01850 or K04092 or K14170 or K04093 or K04516 or K06208 or K06209) and (K04517 or K00211)) or K14187)	Aromatic amino acid metabolism	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present
M00025+02	Tyrosine biosynthesis, chorismate => HPP => tyrosine	(K00832 or K00838)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00026+01	Histidine biosynthesis, PRPP => histidine	(K00765)	Histidine metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00026+02	Histidine biosynthesis, PRPP => histidine	(K01523 and K01496 or K11755 or K14152)	Histidine metabolism	Absent	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present
M00026+03	Histidine biosynthesis, PRPP => histidine	(K01814 or K24017)	Histidine metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present
M00026+04	Histidine biosynthesis, PRPP => histidine	(K02501 and K02500 or K01663)	Histidine metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present
M00026+05	Histidine biosynthesis, PRPP => histidine	((K01693 and K00817 and (K04486 or K05602 or K18649)) or (K01089 and K00817))	Histidine metabolism	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00026+06	Histidine biosynthesis, PRPP => histidine	(K00013 or K14152)	Histidine metabolism	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00027+01	GABA (gamma-Aminobutyrate) shunt	K01580	Other amino acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00027+02	GABA (gamma-Aminobutyrate) shunt	(K13524 or K07250 or K00823 or K16871)	Other amino acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00027+03	GABA (gamma-Aminobutyrate) shunt	(K00135 or K00139 or K17761)	Other amino acid metabolism	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent
M00028+01	Ornithine biosynthesis, glutamate => ornithine	(K00618 or K00619 or K14681 or K14682 or K00620 or K22477 or K22478)	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00028+02	Ornithine biosynthesis, glutamate => ornithine	((K00930 or K22478) and K00145 or K12659)	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present
M00028+03	Ornithine biosynthesis, glutamate => ornithine	(K00818 or K00821)	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present
M00028+04	Ornithine biosynthesis, glutamate => ornithine	(K01438 or K14677 or K00620)	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Absent	Present	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present
M00029+01	Urea cycle	K01948	Arginine and proline metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00029+02	Urea cycle	K00611	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00029+03	Urea cycle	K01940	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00029+04	Urea cycle	(K01755 or K14681)	Arginine and proline metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Absent	Absent	Present	Present
M00029+05	Urea cycle	K01476	Arginine and proline metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00030+01	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	K01655	Lysine metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00030+02	Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine	K17450	Lysine metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
